City,Date,Area,SPM,NO,NO2,NOx,CO,SO2,RSPM,AQI,AQI_Bucket
Thiruvananthapuram,16-05-2023,Residential and others,22.04,2.97,12.1,8.85,0.89,6.99,46.45,67,Satisfactory
Thiruvananthapuram,17-05-2023,Residential and others,25.68,2.84,11.73,8.54,0.95,6.68,41.31,67,Satisfactory
Thiruvananthapuram,18-05-2023,Residential and others,12.04,3.1,17.27,11.59,0.6,3.77,53.64,84,Satisfactory
Thiruvananthapuram,19-05-2023,Residential and others,22.6,2.88,15.31,10.47,0.95,5.08,54.81,78,Satisfactory
Thiruvananthapuram,20-05-2023,Residential and others,10.94,2.94,8.48,6.89,0.74,4.98,56.46,69,Satisfactory
Thiruvananthapuram,21-05-2023,Residential and others,13.24,3,7.56,6.47,1,5.22,50.82,83,Satisfactory
Thiruvananthapuram,22-05-2023,Residential and others,14.46,3.08,7.98,6.53,0.89,5.53,43.54,59,Satisfactory
Thiruvananthapuram,23-05-2023,Residential and others,14.78,3.1,12.02,8.92,0.86,4.93,40.51,59,Satisfactory
Thiruvananthapuram,24-05-2023,Residential and others,18.75,2.8,15.81,10.54,1,5.15,32.53,59,Satisfactory
Thiruvananthapuram,25-05-2023,Residential and others,17.99,2.85,16.73,11.14,1.01,6.04,26.52,66,Satisfactory
Thiruvananthapuram,26-05-2023,Residential and others,13.59,3.1,16.03,10.85,0.86,5.44,28.29,59,Satisfactory
Thiruvananthapuram,27-05-2023,Industrial Areas,11.68,3.15,13.39,9.69,0.72,4.82,30.1,49,Good
Thiruvananthapuram,28-05-2023,Industrial Areas,16.7,2.79,17.41,11.47,0.92,5.28,29.15,58,Satisfactory
Thiruvananthapuram,29-05-2023,Industrial Areas,17.04,2.97,22.39,14.09,1.08,5.86,24.34,78,Satisfactory
Thiruvananthapuram,30-05-2023,Industrial Areas,17.49,3.24,14.35,10.11,0.92,6.22,26.6,70,Satisfactory
Thiruvananthapuram,31-05-2023,Industrial Areas,15.77,2.73,19.38,12.49,0.73,6.53,20.39,64,Satisfactory
Thiruvananthapuram,01-06-2023,Industrial Areas,13.57,3.22,9.14,7.38,0.89,4.84,26.3,60,Satisfactory
Thiruvananthapuram,02-06-2023,Industrial Areas,10.75,3.19,2.08,3.59,0.6,6,28.03,51,Satisfactory
Thiruvananthapuram,03-06-2023,Industrial Areas,5.19,3.19,1.89,3.16,0.58,5.36,23.88,44,Good
Thiruvananthapuram,04-06-2023,Industrial Areas,13.23,3.06,5.15,5.14,0.8,5.64,24.69,48,Good
Thiruvananthapuram,05-06-2023,Industrial Areas,13.4,3.01,9.16,7.3,0.86,5.95,24.44,53,Satisfactory
Thiruvananthapuram,06-06-2023,Industrial Areas,13.5,3.08,13.25,9.46,0.79,4.97,25.84,59,Satisfactory
Thiruvananthapuram,07-06-2023,Industrial Areas,13.45,3.18,9.14,7.36,0.7,5.79,28.12,49,Good
Thiruvananthapuram,08-06-2023,Industrial Areas,12.81,3.21,9.67,7.75,0.76,5.97,28.01,46,Good
Thiruvananthapuram,09-06-2023,Industrial Areas,12.34,3.12,14.24,10.07,0.71,5.94,27.71,54,Satisfactory
Thiruvananthapuram,10-06-2023,Industrial Areas,11.32,3.25,11.75,8.89,0.76,5.44,20.83,47,Good
Thiruvananthapuram,11-06-2023,Industrial Areas,13.09,3.06,14.69,10.31,0.93,5.25,24.01,56,Satisfactory
Thiruvananthapuram,12-06-2023,Industrial Areas,15.52,2.99,12.1,8.82,0.93,6.17,20.66,66,Satisfactory
Thiruvananthapuram,13-06-2023,Industrial Areas,16.72,3.03,10.55,7.92,0.71,5.1,25.56,59,Satisfactory
Thiruvananthapuram,14-06-2023,Industrial Areas,20.49,3.04,12.9,9.3,0.77,6,28.31,57,Satisfactory
Thiruvananthapuram,15-06-2023,Industrial Areas,19.2,3.05,14.11,9.99,0.98,5.57,30.81,66,Satisfactory
Thiruvananthapuram,16-06-2023,Industrial Areas,17.08,3.12,13.06,9.49,0.74,5.87,27.3,53,Satisfactory
Thiruvananthapuram,17-06-2023,Industrial Areas,15.29,3.1,10.06,7.85,0.81,5.83,29,51,Satisfactory
Thiruvananthapuram,18-06-2023,Industrial Areas,13.66,3.15,8.46,7,0.62,5.71,25.78,44,Good
Thiruvananthapuram,19-06-2023,Industrial Areas,15.12,3.24,5.81,5.72,0.94,5.67,24.74,55,Satisfactory
Thiruvananthapuram,20-06-2023,Industrial Areas,13.41,3.26,2.6,3.96,0.83,5.64,22.35,51,Satisfactory
Thiruvananthapuram,21-06-2023,Industrial Areas,14.5,3.53,5.59,5.83,0.67,6.63,26.13,51,Satisfactory
Thiruvananthapuram,22-06-2023,Industrial Areas,17.1,3.04,8.25,6.86,0.83,5.19,29.35,49,Good
Thiruvananthapuram,23-06-2023,Industrial Areas,15.49,3.1,10.12,7.91,0.8,5.16,35.28,52,Satisfactory
Thiruvananthapuram,24-06-2023,Industrial Areas,17.82,3.26,7.74,6.75,0.68,6.42,33.36,48,Good
Thiruvananthapuram,25-06-2023,Industrial Areas,19.23,3.1,9,7.28,0.74,5.33,32.83,46,Good
Thiruvananthapuram,26-06-2023,Industrial Areas,23,3.11,9.57,7.62,0.83,6.47,30.42,53,Satisfactory
Thiruvananthapuram,27-06-2023,Industrial Areas,18.41,3.16,6.67,6.12,0.88,6.52,28.5,56,Satisfactory
Thiruvananthapuram,28-06-2023,Industrial Areas,19.07,2.94,7.66,6.46,0.8,5.86,28.1,51,Satisfactory
Thiruvananthapuram,29-06-2023,Industrial Areas,18.6,3.02,8.43,6.94,0.78,6.89,31.54,51,Satisfactory
Thiruvananthapuram,30-06-2023,Industrial Areas,16.08,3.13,8.66,7.15,0.78,5.85,29.99,53,Satisfactory
Thiruvananthapuram,01-07-2023,Industrial Areas,7,3.17,7.14,6.37,0.72,5.98,29.37,46,Good
Thiruvananthapuram,02-07-2023,Industrial Areas,15.77,3.28,11.32,8.48,0.79,7.12,29.82,50,Good
Thiruvananthapuram,03-07-2023,Industrial Areas,10.73,3.1,14.09,9.82,0.81,6.66,27.51,65,Satisfactory
Thiruvananthapuram,04-07-2023,Industrial Areas,17.48,2.81,12.2,8.77,0.84,7,30.21,53,Satisfactory
Thiruvananthapuram,05-07-2023,Industrial Areas,16.18,2.99,10.8,8.03,0.87,5.75,28.53,60,Satisfactory
Thiruvananthapuram,06-07-2023,Industrial Areas,17.58,3.02,11.87,8.77,0.92,5.02,26.85,65,Satisfactory
Thiruvananthapuram,07-07-2023,Industrial Areas,11.88,3.06,8.59,7.06,0.75,6.97,27.58,50,Good
Thiruvananthapuram,08-07-2023,Industrial Areas,9.01,3.06,6.91,5.91,0.66,6.22,28.42,42,Good
Thiruvananthapuram,09-07-2023,Industrial Areas,10.5,2.95,5.67,5.21,0.67,4,31.16,43,Good
Thiruvananthapuram,10-07-2023,Industrial Areas,11.1,2.97,5.97,5.03,0.62,5.61,34.97,43,Good
Thiruvananthapuram,11-07-2023,Industrial Areas,15.43,2.9,8,6.61,0.71,6.37,35.13,44,Good
Thiruvananthapuram,12-07-2023,Industrial Areas,13.54,2.98,9.67,7.42,0.81,6.38,33.87,52,Satisfactory
Thiruvananthapuram,13-07-2023,Industrial Areas,14.45,2.98,11.27,8.41,0.76,5.93,34.64,53,Satisfactory
Thiruvananthapuram,14-07-2023,Industrial Areas,18.23,3.1,8.35,6.96,0.82,5.89,34.21,57,Satisfactory
Thiruvananthapuram,15-07-2023,Industrial Areas,,3.08,4.55,4.92,0.74,5.17,34.36,64,Satisfactory
Thiruvananthapuram,16-07-2023,Industrial Areas,18.71,2.87,6.27,5.67,0.91,6.24,32.27,58,Satisfactory
Thiruvananthapuram,17-07-2023,Industrial Areas,13.41,2.89,5.95,5.51,0.8,5.13,30.19,56,Satisfactory
Thiruvananthapuram,18-07-2023,Industrial Areas,12.69,2.99,6.46,5.86,0.75,6.28,30.52,49,Good
Thiruvananthapuram,19-07-2023,Industrial Areas,14.85,2.95,8.08,6.68,0.74,6.06,27.3,53,Satisfactory
Thiruvananthapuram,20-07-2023,Industrial Areas,16.1,3,6.93,6.11,0.9,6.64,30.17,50,Good
Thiruvananthapuram,21-07-2023,Industrial Areas,18.51,2.92,8.08,6.65,0.95,5.73,30.96,62,Satisfactory
Thiruvananthapuram,22-07-2023,Industrial Areas,17.59,3.09,5.91,5.66,0.87,5.23,30.49,61,Satisfactory
Thiruvananthapuram,23-07-2023,Industrial Areas,13.55,2.91,5.95,5.53,0.93,5.99,28.73,58,Satisfactory
Thiruvananthapuram,24-07-2023,Industrial Areas,13.44,2.87,12.14,8.65,1.02,5.48,27.66,64,Satisfactory
Thiruvananthapuram,25-07-2023,Industrial Areas,14.91,2.94,15.24,10.4,1.07,5.96,24.5,70,Satisfactory
Thiruvananthapuram,26-07-2023,Industrial Areas,14.62,2.86,10.09,7.69,0.95,4.65,29.3,62,Satisfactory
Thiruvananthapuram,27-07-2023,Industrial Areas,18.7,2.83,8.53,6.83,0.98,5.55,26.01,62,Satisfactory
Visakhapatnam,23-02-2023,Industrial Areas,27.32,6.98,37.5,23.47,0.78,18.54,47.74,105,Moderate
Visakhapatnam,24-02-2023,Industrial Areas,22.75,11.05,37.72,26.61,0.79,25.13,32.89,84,Satisfactory
Visakhapatnam,25-02-2023,Industrial Areas,23.34,32.99,58.13,52.91,1.34,31.7,42.77,155,Moderate
Visakhapatnam,26-02-2023,Industrial Areas,24.49,24.2,43.69,39.32,0.94,35.21,28.28,138,Moderate
Visakhapatnam,27-02-2023,Industrial Areas,21.85,26.31,31.72,34.93,0.98,28.09,18.39,78,Satisfactory
Visakhapatnam,28-02-2023,Industrial Areas,23.4,15.24,29.87,25.91,1.11,31.45,20.92,79,Satisfactory
Visakhapatnam,01-03-2023,Industrial Areas,29.12,8.21,30.77,21.1,0.89,26.82,41.79,95,Satisfactory
Visakhapatnam,02-03-2023,Industrial Areas,22.44,15.19,37.52,29.94,1.15,30.72,37.79,90,Satisfactory
Visakhapatnam,03-03-2023,Industrial Areas,23.82,19.5,34.3,31.25,1.05,38.43,24.1,105,Moderate
Visakhapatnam,04-03-2023,Industrial Areas,16.53,18.54,29.24,28.07,0.94,46.26,16.92,67,Satisfactory
Visakhapatnam,05-03-2023,Industrial Areas,18.76,23.96,29.85,32.4,1.04,29.69,13.1,73,Satisfactory
Visakhapatnam,06-03-2023,Industrial Areas,23.64,22.64,31.32,32.14,1.1,26.89,13.39,79,Satisfactory
Visakhapatnam,07-03-2023,Industrial Areas,27.8,18.95,34.95,31.16,1.25,32.89,17.76,89,Satisfactory
Visakhapatnam,08-03-2023,Industrial Areas,24.73,15.38,33.23,27.66,1.17,32.63,21.29,95,Satisfactory
Visakhapatnam,09-03-2023,Industrial Areas,25.74,13.79,31.69,25.72,0.96,34.28,25.35,89,Satisfactory
Visakhapatnam,10-03-2023,Industrial Areas,30.37,14.75,34.63,27.86,1.07,27.96,22.94,94,Satisfactory
Visakhapatnam,11-03-2023,Industrial Areas,36.85,12.44,43.12,30.27,1.25,44.65,28.44,103,Moderate
Visakhapatnam,12-03-2023,Industrial Areas,23.77,18.46,33.73,30.2,1.09,37.9,24.9,101,Moderate
Visakhapatnam,13-03-2023,Industrial Areas,23.39,10.64,29.54,16.74,0.64,35.36,29.24,93,Satisfactory
Visakhapatnam,14-03-2023,Industrial Areas,39.42,21.52,53,17.44,0.62,47.11,28.33,85,Satisfactory
Visakhapatnam,15-03-2023,Industrial Areas,34.14,12.43,41.82,29.63,1.18,31.44,36.75,106,Moderate
Visakhapatnam,16-03-2023,Industrial Areas,28.14,10.66,34.82,24.89,1.02,35.15,35.95,101,Moderate
Visakhapatnam,17-03-2023,Industrial Areas,27.92,14.5,35.64,28.18,1.07,35.46,25.98,89,Satisfactory
Visakhapatnam,18-03-2023,Industrial Areas,25.7,20.26,39.56,34.38,1.15,26.2,24.28,83,Satisfactory
Visakhapatnam,19-03-2023,Industrial Areas,28.17,17.67,38.75,32.06,1.03,32.12,28.17,90,Satisfactory
Visakhapatnam,20-03-2023,Industrial Areas,26.93,16.38,38.95,31.19,1.1,39.42,33.16,102,Moderate
Visakhapatnam,21-03-2023,Industrial Areas,33.79,10.69,38.88,26.9,1.11,39.92,47.65,102,Moderate
Visakhapatnam,22-03-2023,Industrial Areas,33.73,8.33,33.98,22.76,1.02,35.43,42.24,102,Moderate
Visakhapatnam,23-03-2023,Industrial Areas,38.2,6.13,33.87,21.06,0.98,31.97,57.54,111,Moderate
Visakhapatnam,24-03-2023,Industrial Areas,47.01,8.58,36.96,24.39,1.17,37.63,49.99,108,Moderate
Visakhapatnam,25-03-2023,Industrial Areas,31.59,10.01,33.61,23.78,0.87,37.4,44.39,102,Moderate
Visakhapatnam,26-03-2023,Industrial Areas,30.39,11.86,38.65,29.1,0.86,38.41,42.86,93,Satisfactory
Visakhapatnam,27-03-2023,Industrial Areas,30.35,14.44,35.76,28.26,0.79,28.78,44.58,87,Satisfactory
Visakhapatnam,28-03-2023,Industrial Areas,32.44,17.68,28.77,27.26,0.64,30.59,41.06,87,Satisfactory
Visakhapatnam,29-03-2023,Industrial Areas,17.78,10.06,23.5,18.95,0.39,28.17,35.82,66,Satisfactory
Visakhapatnam,30-03-2023,Industrial Areas,9.53,6.68,12.87,11.25,0.43,11.18,43.5,63,Satisfactory
Visakhapatnam,31-03-2023,Industrial Areas,8.91,6.21,12.77,10.85,0.41,11.8,41.29,53,Satisfactory
Visakhapatnam,01-04-2023,Industrial Areas,10.56,8.47,12.97,12.65,0.47,12.63,38.43,60,Satisfactory
Visakhapatnam,02-04-2023,Industrial Areas,26.85,12.01,27.72,22.46,0.6,27.67,48.49,77,Satisfactory
Visakhapatnam,03-04-2023,Industrial Areas,29.45,12.64,38.84,28.34,0.8,37.97,41.44,77,Satisfactory
Visakhapatnam,04-04-2023,Industrial Areas,26.88,9.94,30.88,22.46,0.64,36.41,39.52,71,Satisfactory
Visakhapatnam,05-04-2023,Industrial Areas,26.75,18.67,32.96,29.98,0.79,27,19.97,68,Satisfactory
Visakhapatnam,06-04-2023,Industrial Areas,37.11,13.96,26.57,23.37,0.46,21.12,17.67,67,Satisfactory
Visakhapatnam,07-04-2023,Industrial Areas,43.77,10.42,32.96,23.82,0.66,25.75,45.94,,
Visakhapatnam,08-04-2023,Industrial Areas,42.4,17.32,35.13,32.18,0.79,28.26,58.59,102,Moderate
Visakhapatnam,09-04-2023,Industrial Areas,42.73,16.83,37.04,30.6,0.66,24.68,46,101,Moderate
Visakhapatnam,10-04-2023,Industrial Areas,42.7,15.86,42.25,32.4,0.7,31.11,40.2,98,Satisfactory
Visakhapatnam,11-04-2023,Industrial Areas,46.08,12.73,36.83,27.44,0.69,34.53,40.09,96,Satisfactory
Visakhapatnam,12-04-2023,Industrial Areas,63.33,26.4,41.67,39.99,1.06,30.31,27.79,98,Satisfactory
Visakhapatnam,13-04-2023,Industrial Areas,52.77,19.96,39.21,33.93,0.87,30.83,70.49,160,Moderate
Visakhapatnam,14-04-2023,Industrial Areas,41.43,17.8,33.77,29.73,0.71,31.09,72.47,188,Moderate
Visakhapatnam,15-04-2023,Industrial Areas,22.89,16.53,28.03,25.98,0.59,18.84,27.81,73,Satisfactory
Visakhapatnam,16-04-2023,Industrial Areas,28.28,18.71,23.62,25.46,0.73,15.97,32.27,64,Satisfactory
Visakhapatnam,17-04-2023,Industrial Areas,13.46,6.94,14.2,12.09,0.51,12.08,42.39,71,Satisfactory
Visakhapatnam,18-04-2023,Industrial Areas,24.93,9.28,25.39,19.28,0.58,20.6,37.3,65,Satisfactory
Visakhapatnam,19-04-2023,Industrial Areas,33.68,13.95,36.89,28.37,0.78,35.63,25.04,65,Satisfactory
Visakhapatnam,20-04-2023,Industrial Areas,39.38,11.08,36.34,25.96,0.66,41.44,31.44,86,Satisfactory
Visakhapatnam,21-04-2023,Industrial Areas,36.02,20.75,39.78,34.87,0.58,25.49,57.61,151,Moderate
Visakhapatnam,22-04-2023,Industrial Areas,23.1,6.67,14.08,11.92,0.6,10.69,32.1,,
Visakhapatnam,23-04-2023,Residential and others,13.75,7.76,14.05,14.1,0.4,10.11,26.54,49,Good
Visakhapatnam,24-04-2023,Residential and others,12.67,5.69,8.62,8.45,0.42,15.35,38.02,55,Satisfactory
Visakhapatnam,25-04-2023,Residential and others,19.93,10.92,20.31,18.05,0.94,15.79,35.97,90,Satisfactory
Visakhapatnam,26-04-2023,Residential and others,27.57,16.3,35.71,29.57,1.27,19.36,22.13,78,Satisfactory
Visakhapatnam,27-04-2023,Residential and others,23.78,11.29,26.18,21.16,1.02,15.03,30.47,85,Satisfactory
Visakhapatnam,28-04-2023,Residential and others,36.71,26.67,36.36,39.43,1.3,19,25.59,89,Satisfactory
Visakhapatnam,29-04-2023,Residential and others,62.52,55.13,56.17,70.43,1.91,20.52,16.48,108,Moderate
Visakhapatnam,30-04-2023,Residential and others,72.4,30.97,45.89,46.51,1.44,11.11,21.68,130,Moderate
Visakhapatnam,01-05-2023,Residential and others,60.73,24.07,44.06,39.43,1.28,18.29,25.04,113,Moderate
Visakhapatnam,02-05-2023,Residential and others,54.76,34.71,50.32,51.48,1.3,22.54,17.98,104,Moderate
Visakhapatnam,03-05-2023,Residential and others,40.24,20.02,38.29,35.6,1.01,16.68,25.81,94,Satisfactory
Visakhapatnam,04-05-2023,Residential and others,71.57,31.72,43.55,44.87,1.18,16.61,53.92,132,Moderate
Visakhapatnam,05-05-2023,Residential and others,42.06,16.29,43.26,34.26,0.82,29,42.97,133,Moderate
Visakhapatnam,06-05-2023,Residential and others,44.1,24.07,45.35,41.13,1.03,24.17,25.85,104,Moderate
Visakhapatnam,07-05-2023,Residential and others,53.43,24.25,44.43,40.98,1.03,25.07,20.23,100,Satisfactory
Visakhapatnam,08-05-2023,Residential and others,51.42,28.9,41.1,44.03,0.97,17.9,31.39,105,Moderate
Visakhapatnam,09-05-2023,Residential and others,37.61,27.42,42.34,41.06,0.76,13.62,19.19,85,Satisfactory
Visakhapatnam,10-05-2023,Residential and others,50.36,37.53,50.06,53.46,1.23,20.11,11.78,95,Satisfactory
Visakhapatnam,11-05-2023,Residential and others,43.12,18.73,42.1,34.46,0.82,19.9,16.01,97,Satisfactory
Visakhapatnam,12-05-2023,Residential and others,45.73,23.78,40.62,38.55,1.06,22.14,26.02,90,Satisfactory
Visakhapatnam,13-05-2023,Residential and others,43.88,22.09,30.35,31.25,1.15,11.31,28.35,108,Moderate
Visakhapatnam,14-05-2023,Residential and others,51.4,6.57,39.39,26.03,0.84,13.92,57.18,,
Visakhapatnam,15-05-2023,Residential and others,89.96,37.46,88.72,71.16,1.34,17.6,14.47,110,Moderate
Visakhapatnam,16-05-2023,Residential and others,61.38,7.47,39.92,25.08,0.89,13.44,59.75,,
Visakhapatnam,17-05-2023,Residential and others,65.83,18.3,45.39,37.2,1.1,14.24,47.41,123,Moderate
Visakhapatnam,18-05-2023,Residential and others,66.14,10.22,50.18,33.13,1.04,12.48,42.08,121,Moderate
Visakhapatnam,19-05-2023,Residential and others,64.67,12.26,56.35,37.63,1.13,15.17,43.97,116,Moderate
Visakhapatnam,20-05-2023,Residential and others,64.92,18.34,60.75,43.29,1.23,13.5,33.92,118,Moderate
Visakhapatnam,21-05-2023,Residential and others,66.93,23.2,68.56,51.78,1.34,18.09,28.29,122,Moderate
Visakhapatnam,22-05-2023,Residential and others,62.97,17.85,67.64,46.25,1.19,26.49,30,109,Moderate
Visakhapatnam,23-05-2023,Residential and others,63.12,33.73,83.01,60.72,1.5,33.28,38.47,126,Moderate
Visakhapatnam,24-05-2023,Residential and others,60.85,26.17,62.1,50.81,1.29,22.65,39.3,142,Moderate
Visakhapatnam,25-05-2023,Residential and others,63.31,21.42,67.62,48.9,1.21,15.88,44.27,110,Moderate
Visakhapatnam,26-05-2023,Residential and others,47.62,4.61,26.48,17.43,0.8,12.67,53.25,104,Moderate
Visakhapatnam,27-05-2023,Residential and others,44.65,7.7,32.65,22.73,1.01,6.99,53.31,147,Moderate
Visakhapatnam,28-05-2023,Residential and others,44.44,4.92,25,18.04,0.86,7.73,26.08,91,Satisfactory
Visakhapatnam,29-05-2023,Residential and others,44.81,4.97,24.3,15.52,0.79,14.42,44.42,76,Satisfactory
Visakhapatnam,30-05-2023,Residential and others,58.43,4.27,29.01,19.39,0.97,10.38,52.16,89,Satisfactory
Visakhapatnam,31-05-2023,Residential and others,64.91,9.34,43.66,29.3,1.06,11.89,38.43,117,Moderate
Visakhapatnam,01-06-2023,Residential and others,37.5,4.61,19.09,13.81,0.77,7.61,34.08,82,Satisfactory
Visakhapatnam,02-06-2023,Residential and others,29.34,5.17,18.55,13.97,0.77,9.45,36.52,67,Satisfactory
Visakhapatnam,03-06-2023,Residential and others,12.94,7.27,17.48,13.97,0.67,5.62,24.79,55,Satisfactory
Visakhapatnam,04-06-2023,Residential and others,18.14,7.57,21.59,16.19,0.71,8.4,31.53,56,Satisfactory
Visakhapatnam,05-06-2023,Residential and others,48.11,13.64,45.09,32.12,1.05,14.04,38.94,83,Satisfactory
Visakhapatnam,06-06-2023,Residential and others,71.88,10.83,54.12,35.49,1.21,12.59,40.8,113,Moderate
Visakhapatnam,07-06-2023,Residential and others,67.16,24.19,70.94,46.62,1.46,18.95,34.74,133,Moderate
Visakhapatnam,08-06-2023,Residential and others,63.98,31.77,71.81,58.66,1.61,26.27,39.16,114,Moderate
Visakhapatnam,09-06-2023,Residential and others,60.85,19.14,51.12,32.27,1.81,32.42,29.42,112,Moderate
Visakhapatnam,10-06-2023,Residential and others,68.5,24.41,61.14,49.08,1.64,19.71,56,114,Moderate
Visakhapatnam,11-06-2023,Residential and others,56,16.46,60.94,43,1.62,19.54,67.32,132,Moderate
Visakhapatnam,12-06-2023,Residential and others,78.65,3.86,28.57,16.77,1.2,8.27,80,129,Moderate
Visakhapatnam,13-06-2023,Residential and others,77.51,3.53,26.66,16.63,1.15,9.79,75.77,163,Moderate
Visakhapatnam,14-06-2023,Residential and others,68.7,3.72,26.07,16.54,1.13,8.59,70.65,150,Moderate
Visakhapatnam,15-06-2023,Residential and others,72.89,3.44,23.94,15.26,1.18,10.66,92.13,127,Moderate
Visakhapatnam,16-06-2023,Residential and others,76.4,3.77,31.02,18.94,1.14,12.94,97.23,151,Moderate
Visakhapatnam,17-06-2023,Residential and others,71.11,4.09,33.96,18.8,1.11,12.68,91.7,148,Moderate
Visakhapatnam,18-06-2023,Residential and others,64.44,11.55,61.25,38.44,1.45,17.52,56.33,120,Moderate
Visakhapatnam,19-06-2023,Residential and others,66.78,15.84,63.11,42.55,1.53,16.82,56.55,119,Moderate
Visakhapatnam,20-06-2023,Residential and others,66.07,19.17,68.27,45.92,1.59,18.76,48.74,125,Moderate
Visakhapatnam,21-06-2023,Residential and others,63.54,29.12,72.33,50.9,1.74,22,41.06,116,Moderate
Visakhapatnam,22-06-2023,Residential and others,60.96,32.81,71.71,57.21,1.71,22.92,42.1,112,Moderate
Visakhapatnam,23-06-2023,Residential and others,61.68,27.7,81.21,51.17,1.6,25.38,40.32,108,Moderate
Visakhapatnam,24-06-2023,Residential and others,61.23,33.02,85.44,55.92,1.64,25.54,38.35,109,Moderate
Visakhapatnam,25-06-2023,Residential and others,63.17,34.01,80.13,65.55,1.68,40.55,43.78,110,Moderate
Visakhapatnam,26-06-2023,Residential and others,61.53,21.07,69.96,49.77,1.58,20.38,53.4,116,Moderate
Visakhapatnam,27-06-2023,Residential and others,68.77,15.35,63.18,42.25,1.55,23.3,61.76,125,Moderate
Visakhapatnam,28-06-2023,Residential and others,63.62,28.1,68.05,49,1.64,24.5,57.9,121,Moderate
Visakhapatnam,29-06-2023,Residential and others,66.66,26.05,71.79,54.43,1.53,21.3,63.94,126,Moderate
Visakhapatnam,30-06-2023,Residential and others,66.92,3.95,25.19,16.29,1,11.07,85.63,144,Moderate
Visakhapatnam,01-07-2023,Residential and others,41.55,5.24,30.56,19.88,0.99,6.67,58.45,93,Satisfactory
Visakhapatnam,02-07-2023,Residential and others,32.6,4.72,26.56,17.54,0.94,8,55.43,82,Satisfactory
Visakhapatnam,03-07-2023,Residential and others,52.58,3.81,24.96,14.98,0.98,6.34,88.45,106,Moderate
Visakhapatnam,04-07-2023,Residential and others,74.8,4.47,30.06,19.03,1.06,8.32,86.68,131,Moderate
Visakhapatnam,05-07-2023,Residential and others,43.18,4.38,28.66,18.28,1,10.04,76.9,113,Moderate
Visakhapatnam,06-07-2023,Residential and others,50.53,6.98,36.44,22.96,1.04,27.9,68.2,91,Satisfactory
Visakhapatnam,07-07-2023,Residential and others,64.4,21.16,58.46,44.28,1.49,34.58,56.16,105,Moderate
Visakhapatnam,08-07-2023,Residential and others,65.44,11.34,57.17,37.35,1.41,37.75,68.11,123,Moderate
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
